LEI ,Financial Institution,,Need Financial Institutions
5493005NU5BA00C1N451,ROSS MORTGAGE CORPORATION,,
549300H3IZO24NSOO931,"EAGLE HOME MORTGAGE, LLC",,
549300KQQRECSLK8ID57,"STAUNTON FINANCIAL, INC.",,
549300S7EJRY2DY1UR88,SUN AMERICAN MORTGAGE COMPANY,,
549300ZOBXG0DT4I6U54,"1ST 2ND MORTGAGE COMPANY OF N.J., INC.",,
549300QVGK8WC4HQ3C28,PRINCETON MORTGAGE CORPORATION,,
549300YDTDBXLK67CF48,"ATLANTIS MORTGAGE CO., INC.",,
549300KWKWPEKL40WD44,AMERICAN FEDERAL MORTGAGE CORPORATION,,
549300T5QSL6MC8M4D04,"NORWICH COMMERCIAL GROUP, INC.",,
549300ZD18AVSD0OG331,GLENDENNING MORTGAGE CORPORATION,,
549300LYRWPSYPK6S325,FREEDOM MORTGAGE CORPORATION,,
549300BTFTXJ72LSIY30,"PINNACLE MORTGAGE, INC.",,
549300JZD4L02YZI3Z50,NJ LENDERS CORP.,,
5493004R423PBPM6A173,OCEANSIDE MORTGAGE COMPANY,,
549300S70UD2GFALPM46,"MILLENIUM HOME MORTGAGE, LLC",,
5493002B2WMHY23GFK92,"AMERICAN FINANCIAL RESOURCES, INC.",,
549300D4ZYLSQ5LMTV35,ABSOLUTE HOME MORTGAGE CORPORATION,,
2549004CU9LAM5CYA280,Kwik Mortgage Corporation,,
254900F9ZTVTX763V835,"Advisors Mortgage Group, L.L.C.",,
5493001MZ7BCQZ336S33,"Atlantic Home Loans, Inc.",,
549300AG10BX85DF5S49,MLD MORTGAGE INC.,,
549300TB6J826GO8CS96,Atlantic Pacific Mortgage Corporation,,
549300SUCQ1358EGVE89,"NEW DAY FINANCIAL, LLC",,
549300KO4XT2PA011C25,PHH HOME LOANS LLC,,
254900JC5NJE89PUOF38,Hamilton National Mortgage Company,,
549300VORTI31GZTJL53,"CARDINAL FINANCIAL COMPANY, LIMITED PARTNERSHIP",,
549300IO1KYLVNDJOQ94,COLONIAL MORTGAGE SERVICE COMPANY OF AMERICA,,
2549005NXWO8Z32S2G19,AAKO INC,,
549300MXJA09WZJ0DV55,FINANCE OF AMERICA MORTGAGE LLC,,
549300CV1BZKP1QUDZ13,"MILLENNIUM FINANCIAL GROUP, INC.",,
254900VFBH9LZYIPIG73,AgChoice Farm Credit ACA,,
5493001E3OD1D4Y8KX63,"FIRST HERITAGE FINANCIAL, LLC",,
549300B5Q1Q3J5NC8121,Fairway Consumer Discount Company,,
549300DT5WEC2I0L1E79,"CAPSTAR LENDING, LLC",,
254900C2WQ2VFP9M4K17,American Financial Mortgage Corporation,,
2549006IYID0ECYSJU25,Sail Mortgage Corp.,,
254900Y284LKY6C62B45,"M. S. Flynn, Inc.",,
549300STXRPOVDJ5GX04,"CHU & ASSOCIATES, INC.",,
549300YIQ7S7Z8PIHE53,AMERISAVE MORTGAGE CORPORATION,,
549300Y7G2MW6V1OR474,"Victorian Finance, LLC",,
549300PL8ER6H23P0Z91,BAY EQUITY LLC,,
54930021WPEXNHYZUL09,"PLANET HOME LENDING, LLC",,
549300IVOJIAJUT2E435,"FC LENDING, LTD.",,
549300LP3GMTWS4OB353,"SENTE MORTGAGE, INC.",,
549300MKO5TYUH4YQ218,KONDAUR CAPITAL CORPORATION,,
5493006TY8FGNLX44X28,"AXIA FINANCIAL, LLC",,
5493003XD8WHI0QS6V07,"FIRST NATIONAL MORTGAGE SERVICES, LLC",,
549300DD4R4SYK5RAQ92,"MOVEMENT MORTGAGE, LLC",,
5493000IRWB5WYTD2P48,"AMERICAS MORTGAGE PROFESSIONALS, LLC",,
5493009B17HXCVXTD608,"JMAC LENDING, INC.",,
549300L1DBFIJZI8LA40,"ACOPIA, LLC",,
549300EOHSB7M6IFW844,Mortgage Lenders Investment Trading Corporation,,
549300BIIFMYRSTVLE14,"AMERICAN FINANCIAL LENDING, INC.",,
549300EKC7T8LXNFWP64,"BANKERS MORTGAGE LENDING, INC.",,
549300HQOFH1E2CXUH26,RoundPoint Advance Issuer Trust,,
254900R61QS4BG30IS52,"Evesham Mortgage, LLC",,
5493001XKL0FTNOJ0866,"GENEVA FINANCIAL, LLC",,
549300UG7QXKM7KGV847,ROYAL UNITED MORTGAGE LLC,,
54930012OSP7Z8V2FB74,HOME SOLUTION LENDERS INC.,,
549300K4ZLGS7SRDTL86,Equity Prime Mortgage LLC,,
549300YW2UBCMDRMBT48,"RELIANCE FIRST CAPITAL, LLC",,
5493005XMJQ1GSXUGT67,"Wolfe Financial, Inc",,
549300HS110NTZNI7U69,"SECURITY AMERICA MORTGAGE, INC.",,
549300CEGZGHVQG0OD32,BEST CAPITAL FUNDING,,
549300XECJ0294F1ZG19,"MATTAMY HOME FUNDING, LLC",,
549300D3LYUX1NJVC329,"MORTGAGE CAPITAL PARTNERS, INC.",,
549300RFPLMCMJL7BS81,"BELLWETHER ENTERPRISE REAL ESTATE CAPITAL, LLC",,
5493008SV4X2EID9J711,"Cambria Financial Group, LLC",,
549300XJN2FXJNUZ8F52,"HIGHLAND HOMELOANS, LLC",,
254900GHOV7VQ9CSKN31,GMH Mortgage Services LLC,,
549300AI7PDYMZ609P28,RUSHMORE LOAN MANAGEMENT SERVICES LLC,,
549300ISCZS1R0CJMO47,"PREMIA MORTGAGE, LLC",,
549300DCGBXW5FJMV921,"NMSI, INC.",,
549300U7F7T8UG5AI038,"COASTAL FUNDING SLC, INC.",,
54930015645SYPOM7220,"ISERVE RESIDENTIAL LENDING, LLC",,
549300W20M87S246SZ26,"MDE Home Loans, LLC",,
549300RAGLSEPN0V3D13,"HANCOCK MORTGAGE PARTNERS, LLC",,
549300OBJRCHJ0G6XU24,U S WIDE FINANCIAL LLC,,
549300AG64NHILB7ZP05,"LOANDEPOT.COM, LLC",,
2549001186BK4G161G51,"Black Square Real Estate, Inc.",,
549300EL87GZMCVX0Q34,"BOND STREET MORTGAGE, LLC",,
549300KJONXRDR2YPQ42,"CU HOME MORTGAGE SOLUTIONS, LLC",,
54930013LUOQHFFSBB26,LEGACY MORTGAGE LLC,,
254900JCTXBH1WCEWG62,"Florida Home Trust Mortgage, Inc.",,
5493007LJ2Y3JHLHI581,CONSUMER LOAN SERVICES LLC,,
254900AD895KKZTSFT42,Mortgage Assurance Inc.,,
549300WS8BW0I0BDA390,DIAMOND RESIDENTIAL MORTGAGE CORPORATION,,
549300R4F5COFJE0DN81,"ONY GLO, INC.",,
5493004OB0KD7VERQW98,"INTERLINC MORTGAGE SERVICES, LLC",,
549300WJIJV987NXVC31,"SCENIC OAKS FUNDING, INC.",,
549300GNIV169ZIHU012,BERKADIA COMMERCIAL MORTGAGE LLC,,
549300A5ZOOO5G7BUM16,"HONOLULU HOMELOANS, INC.",,
549300EBW60Q23TUJN89,KD CAPITAL MORTGAGE CORPORATION,,
5493001SDQVS1NWYH012,"PREMIER LENDING, INC.",,
549300W8XIPJGDECVX07,"SOUTHERN LENDING SERVICES, LTD.",,
549300F6Y1YO2YXN6135,REDWOOD RESIDENTIAL ACQUISITION CORPORATION,,
549300SKVC0LU4RBMF20,"BLG HOLDINGS, INC.",,
254900FBWEZ3YUPOBN33,"LIMA ONE CAPITAL, LLC",,
549300QD23LICPXTPB55,"DIGNIFIED HOME LOANS, LLC",,
5493002G4JO4BZ22MC13,"IVY MORTGAGE, INC.",,
549300V6F7N9BL5STN83,"ADVISA MORTGAGE SERVICES, LTD.",,
549300F8C5JA44WNMI75,AMERICAN NEIGHBORHOOD MORTGAGE ACCEPTANCE COMPANY LLC,,
894500LIN378M3LLE796,"Financial Freedom Mortgage, LLC",,
549300YPCHMXE44XRW52,CENTENNIAL LENDING GROUP LLC,,
254900WBAI0VC58ALC63,"Sierra Lending Group, LLC",,
549300IX6RAX31C1BI75,"Park Lane Finance Solutions, LLC",,
549300YM15OICCNPH537,GREENWAY MORTGAGE FUNDING CORP.,,
549300GDBIZCOI6TMO49,ANGEL OAK HOME LOANS LLC,,
549300NOCASXPA34X033,"LAKEVIEW LOAN SERVICING, LLC",,
549300BZNDHH8KWC0I67,"Mortgage Unlimited, L.L.C.",,
549300FI52XKDLFLK688,"THE HOME LENDING GROUP, LLC",,
5493006KXUHSYFT7SD10,"LPMC, LLC",,
5493004N9PMBSLEZOF16,"K. HOVNANIAN AMERICAN MORTGAGE, L.L.C.",,
549300R0QZYJMOBCNI97,ST FIN CORP,,
549300Y2RRY6W02UBL58,"CORRIDOR MORTGAGE GROUP, INC",,
2549002YTHQ90AS4OM73,"M2 Lending Solutions, LLC",,
5493007L3DI2JM8OHN91,"MEMBER ADVANTAGE MORTGAGE, LLC",,
549300Y817BTHHMVNH95,PILGRIM MORTGAGE LLC,,
549300JBD5VDWSZ9N462,CalAtlantic Mortgage Inc,,
549300V7T2CRQUF8KW95,"WILLIAM LYON MORTGAGE, LLC",,
549300MBVV0ER5QQD991,T & C REAL ESTATE SERVICES LLC,,
254900YJQZQTI7TUKN67,"Trinity Oaks Mortgage, LLC",,
PAOOWF3GUFM46FBSP561,PHH Mortgage Corporation,,
549300EFCZM6KD6B8K69,MORTGAGE ACCESS CORP.,,
549300WPR8SX263KW279,KITTREDGE MORTGAGE CORPORATION,,
5493008VCYW25D52ZC98,"ARK MORTGAGE, INC.",,
54930090M1R8T8VWLU55,MOUNTAIN MORTGAGE CORP.,,
5493005E0SAPZ1LKU504,"MORTGAGE MASTERS OF INDIANA, INC.",,
549300Z0ZUTDURG4KA31,"AMERICAN HERITAGE CAPITAL, L.P.",,
549300MSX2N1BGIIVG32,"Bayview Loan Servicing, LLC",,
5493002JA8HUVL2CRT33,DEVELOPER'S MORTGAGE COMPANY,,
549300X8AUU3UC1ULZ79,FIRST EQUITY MORTGAGE INCORPORATED,,
549300PXL1KA5TOL2O82,"M/I FINANCIAL, LLC",,
549300QKSA6LO5S1CM57,FINANCIAL ONE MORTGAGE CORPORATION,,
5493004NMXQUYEFD1Y98,"FIRST OHIO HOME FINANCE, INC.",,
5493009N6Q6LPQ4CL708,SIGNATURE MORTGAGE CORPORATION,,
254900OCB5PJQMM6LU72,Western Ohio Mortgage Corporation,,
549300JGMQJ4R419LR70,"ORIX REAL ESTATE CAPITAL, LLC",,
5493002SG48UL6W4BR90,"Ez Mortgage Loans, Inc.",,
549300ONBM4MGXXBTA44,"AMCAP MORTGAGE, LTD.",,
5493004G43JM6M5BFR40,"FAMILY FINANCE MORTGAGE, LLC",,
549300A7YGYUVVWJ2M57,LYNX MORTGAGE BANK LLC,,
254900ZZPN19KA3GL698,DMD Financial Corporation,,
549300D9QLX4MOV5SS13,CORNERSTONE MORTGAGE PROVIDERS,,
5493003GO99ZQDTH5407,"BROOKHOLLOW MORTGAGE SERVICES, LTD",,
5493008E4KBJCB6UKR64,"DATA MORTGAGE, INC.",,
5493008ZTV4S0W9DCX64,"INTERNATIONAL CITY MORTGAGE, INC.",,
254900RQX8N4HXJIDK44,Franklin Loan Corporation,,
549300WEOD0TL2O6EU67,"MOUNTAIN WEST FINANCIAL, INC.",,
549300XRXBA38J60S618,JMJ FINANCIAL GROUP,,
549300EODO4KG2PV2N04,WHOLESALE CAPITAL CORPORATION,,
549300MUXFVZKH4XLG17,"RESIDENTIAL WHOLESALE MORTGAGE, INC.",,
5493001U0HWKEN6OLT59,Crestline Funding Corporation,,
549300LHJR6FIWIU8E25,FIRST NATIONS HOME FINANCE CORPORATION,,
549300X72Q5WKCW2QQ95,R M K FINANCIAL CORP.,,
549300NK1QGOPLHFHL22,"MORTGAGE 2000, INC.",,
549300ZP7KNREEE1OI11,AMERICAN INTERBANC MTG LLC,,
549300DHMI0T6M2GU095,N A NATIONWIDE MORTGAGE,,
5493007LCGK7U7USNX41,"LOANSNAP, INC.",,
54930091CYUK2SDZ6D37,"BM Real Estate Services, Inc.",,
5493002N8SUFLD1HGF75,"JTF ROSE, INC.",,
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",,
549300J7I82PNDVU8H22,"OCMBC, INC.",,
254900ZFWS2106HWPH46,"Paramount Residential Mortgage Group, Inc.",,
549300G3FCPL48R4HU28,IAPPROVE LENDING,,
549300X00QJSRCYUH422,FIRST SECURITY MORTGAGE CORPORATION,,
549300XCVBRR56D08F03,RESIDENTIAL BANCORP.,,
254900BRCCRMIPW8R563,"AG Credit, Agricultural Credit Association",,
54930049L5WINET09Q97,"MID AMERICA MORTGAGE, INC.",,
549300KQHWNSVCE2MY88,"SIRVA MORTGAGE, INC.",,
549300EBXH41OP56DQ10,UNION CAPITAL MORTGAGE CORPORATION,,
549300NZ2IPWRMLAYZ30,MID-ISLAND MORTGAGE CORP.,,
549300TWPFOYZ33TOU32,MANN FINANCIAL INC.,,
54930075J06TVV0VZ870,"SYRACUSE SECURITIES, INC.",,
5493007WEU5TWM8J0Z93,PARAGON HOME LOANS INC.,,
549300GSCUJKJINRJ980,"RUOFF MORTGAGE COMPANY, INC.",,
54930077D8KXQADF5Q23,"GVC MORTGAGE, INC.",,
549300KJKBXR3PD3QQ56,RAPID MORTGAGE COMPANY,,
549300D2MZZVH30ENJ10,"HAMILTON HOME LOANS, INC.",,
5493004J0RTXMDKIYB74,IDEAL HOME LOANS LLC,,
5493001IKIPQ6O5UGV92,FINANCE OF AMERICA COMMERCIAL LLC,,
549300EMGY2NJUW3A749,PACOR MORTGAGE CORP.,,
549300BNF25IPYUUCT31,"Chicago Financial Services, Inc.",,
254900GLWBN0BE3PD014,American Financial Funding Corp.,,
549300GGVEME3KDZTP40,PERL MORTGAGE,,
549300BBKMRS6J0CB539,AMERICAN PORTFOLIO MORTGAGE CORPORATION,,
5493001R92DY5DI1DI85,DRAPER AND KRAMER MORTGAGE CORP.,,
549300SELI3XCH3UZW80,FIRST CENTENNIAL MORTGAGE CORPORATION,,
549300W09D8JV1ANXX59,"THE ANDERSON FINANCIAL GROUP, INC.",,
549300U3721PJGQZYY68,"GUARANTEED RATE, INC.",,
549300UKYJZO6CZXIX60,"UNITED HOME LOANS, INC.",,
549300JMT2KAYN9PTX82,"Members Mortgage Services, L.L.C.",,
549300P6J0MZZT4UMT05,"MEMBER HOME LOAN, L.L.C.",,
549300PW3M6ZVFRNAH90,D.W. BROWN MORTGAGE CORP.,,
549300GCPFJ9VT7V7T82,First Choice Lending Group,,
5493009DTDMV4MI5MT96,"PARKSIDE LENDING, LLC",,
549300FNXYY540N23N64,NEWREZ LLC,,
2549008X67CV1MNM7747,MEADOWBROOK FINANCIAL MORTGAGE BANKERS CORP.,,
549300GRZDILCBTHSL98,RB MORTGAGE LLC,,
549300YYEGLN6N9X4M22,"ubermortgage, Inc",,
549300LMFD2POSRLMW75,THE BANKERS GUARANTEE TITLE & TRUST COMPANY,,
549300461TECLDDGNF98,"GreenStone Farm Credit Services, FLCA",,
549300R7HGHP2I754087,TOWNE MORTGAGE COMPANY,,
54930080OKRZ7NNZIO71,AMERIFIRST FINANCIAL CORPORATION,,
549300RPOGWJRH63HS39,UNION HOME MORTGAGE CORP.,,
549300XQ7B5FIVUNFE29,VAN DYK MORTGAGE CORPORATION,,
549300HW662MN1WU8550,"UNITED WHOLESALE MORTGAGE, LLC",,
254900HA4DQWAE0W3342,"AmeriHome Mortgage Company, LLC",,
5493006Y55XBWPK4OX71,St James Mortgage Corporation,,
549300FOZZQIQVHMVH05,AMERICAN MORTGAGE SERVICE COMPANY,,
549300D36J5CQX0I4F44,"NORTHERN MORTGAGE SERVICES, LLC",,
549300BDPT33E7B2CD57,"HURON VALLEY FINANCIAL, INC.",,
254900MJC4429E0HGL47,American Midwest Mortgage Corporation,,
549300K3VE61PXPZDV51,"J. VIRGIL, INC.",,
549300IOVF643QHIZ598,"Auto Club Trust, FSB",,
5493002Y5XYV7DV1ZV88,"GOLD STAR MORTGAGE FINANCIAL GROUP, CORPORATION",,
5493007L4GYNO2PUBS09,"MEMBER FIRST MORTGAGE, LLC",,
549300GMP8EYQD4U6Z40,"Quaint Oak Mortgage, LLC",,
5493002N80S5V3OY3S68,"GROUP MORTGAGE, LLC",,
5493002RM1FZTGQ55U28,PRIORITY MORTGAGE CORP.,,
549300XFW2CXGSLDJ958,GATEWAY MORTGAGE CORPORATION,,
549300S4QGNTM8G5J005,WISCONSIN MORTGAGE CORPORATION,,
549300T7J3E2UGY5GL15,"INLANTA MORTGAGE, INC.",,
549300PTX8QF0BPQ5U19,"SHELTER MORTGAGE COMPANY, L.L.C.",,
254900FBWHJU34E26I78,Accunet Mortgage LLC,,
549300DPLMU8HNL0H005,"COMMONWEALTH MORTGAGE, LLC",,
25490021P4C9ZH17EO78,MORTGAGE CLEARING CORPORATION,,
549300DRA4BDXW23LD45,"Servion, Inc.",,
549300SJLI7IC47X6H33,Mortgages Unlimited Inc.,,
5493001YIUWLFRXQUO81,Summit Mortgage Corporation,,
5493003KZFGGEWCRH554,Ditech Financial LLC,,
549300FYXKL13UG7P021,"HOMESERVICES LENDING, LLC",,
5493007VDBJSG0E0S678,"Tradition Mortgage, LLC",,
549300AENO88GEUWCZ39,"American Mortgage & Equity Consultants, Inc.",,
549300EWFHPBZH38K695,"COMPEER FINANCIAL, FLCA",,
549300PLVU3OBFUIPI18,"VALLEY MORTGAGE, INC.",,
549300HERTPSZ6EH0667,HOMEWAY MORTGAGE LLC,,
254900QCW317M0N17680,"Socotra Capital, Inc.",,
549300T0I2M6IPLVEN24,MCLEAN MORTGAGE CORPORATION,,
5493001PN8XJZD64S690,"AMERICAN HOME LENDING USA, LLC",,
549300D0H09HSURFXA20,"FAY SERVICING, LLC",,
549300FSZH0FMQ1T8Y90,IOWA BANKERS MORTGAGE CORPORATION,,
549300NTQ8BOK9455W21,"RESIDENTIAL MORTGAGE NETWORK, INC.",,
5493004WMLN60ZJ2ON46,PULTE MORTGAGE LLC,,
5493008EBYLPD4MM3C30,"Mortgage World Bankers, Inc.",,
549300PC4MFWQBNVKG88,"V.I.P. MORTGAGE, INC.",,
549300TRKZF3ZJPXJT92,"PARLAY MORTGAGE & PROPERTY, INC.",,
549300X5Q6MWPDMY7065,"HOMEWARD RESIDENTIAL, INC.",,
54930080F7BZFCWNV450,"WEST PENN FINANCIAL SERVICE CENTER, INC.",,
254900A69XJBWUR7ZF46,"Mortgage Network, Inc.",,
549300NB3SBC1KHAWB92,GERSHMAN INVESTMENT CORP.,,
5493004T9SQFCNRQ2L76,DELMAR FINANCIAL COMPANY,,
5493000RRYPUX5O9MI08,PARAMOUNT BOND & MORTGAGE CO.,,
5493003I8WZ248FUMI85,NEW ENGLAND REGIONAL MORTGAGE CORPORATION,,
549300GTJL0LGX444G33,"DREW MORTGAGE ASSOCIATES, INC.",,
549300MY7KEVWMI4DF64,"ACCESS CAPITAL FUNDING, L.L.C.",,
549300CUUEEQ66ZVK149,"ENDEAVOR CAPITAL, LLC.",,
549300DX0B304LAKUN93,JLB CORPORATION,,
549300ZZME37MXI1EF14,"DAS Acquisition Company, LLC",,
549300DD5QQUHO6PCH70,"Mortgage Research Center, LLC",,
549300LLKEKXL2RM1F61,CONTOUR MORTGAGE CORPORATION,,
5493005HTCBH4TWCVM82,"MEMBERS MORTGAGE COMPANY, INC.",,
549300TB3TMP4RV5T078,"NEW FED MORTGAGE, CORP.",,
549300CHBB3GN7JFXU86,"MSA MORTGAGE, LLC",,
549300EHC6INE5XY6I44,"ONE REVERSE MORTGAGE, LLC",,
254900PRB9DTJAHMMZ45,"Ross Mortgage Company, Inc.",,
549300LQJS5UF0000H97,Alaska USA Mortgage Company LLC,,
549300EXQ4TO1KWRTV95,JAMES B. NUTTER & COMPANY,,
549300GE8KIGZVQV1223,MORTGAGE EQUITY PARTNERS LLC,,
254900ASL383AJ6GSJ43,"AgCountry Farm Credit Services, FLCA",,
5493008JJKEH2LP8FM02,"BURBANK CITY MORTGAGE SERVICES, LLC",,
5493000H6DFDDJRORG89,"LADERA LENDING, INC.",,
5493007PAE4JN4B5BX31,"UNITED PREMIER FUNDING, LLC",,
549300CLRXFVF83ZL806,"NATIONWIDE MORTGAGE BANKERS, INC.",,
549300I0ICF6REKHOC74,"DIRECT MORTGAGE LOANS, LLC",,
549300IV5SQUT73JEX09,LANCASTER MORTGAGE COMPANY,,
549300HINJH60UG3KG47,BERKELEY POINT CAPITAL LLC,,
549300HN58ONH5KNJJ12,"THOMPSON KANE & COMPANY, LLC",,
549300YTNLQPR4PKXG57,GET A RATE LLC,,
549300GJ4HU1Z8P2M254,"Northeast Equitable Mortgage, LLC",,
549300850R07HZO8MY41,BNB FINANCIAL INC.,,
549300FCPKXI75DX5M03,CityWorth Mortgage LLC,,
549300G5DVGM0ZHRQC33,CLEARPATH LENDING,,
5493000V86JDJLM0OV13,"CSL Financial, LLC",,
549300VXVMQO81BHB241,"C.U. FINANCIAL, INC.",,
549300MHH03ICJYEPE85,"LONGBRIDGE FINANCIAL, LLC",,
5493000QYMPN362T6V61,"SHELTER LENDING SERVICES, L.L.C.",,
549300FL0K3UVG1WAY05,"TAM Lending Center, Inc.",,
549300U2SQMRT681J356,"COLUMBUS CAPITAL LENDING, LLC",,
5493004ZUHSMPBM5KL21,"ADVISORS CAPITAL, INC.",,
549300IJHNLS0J1YJW64,5 ARCH FUNDING CORP.,,
549300OPCWU6E72WUT29,"MUTUAL OF OMAHA MORTGAGE, INC.",,
549300XHPPLC0TBRV021,"PRIORITY HOME LENDING, LLC",,
5493000XBNMBCC02KC17,"STONEWOOD HOME LENDING, LLC",,
549300MKNHDBMR7OFL25,BANKERS XPRESS LLC,,
549300NFA0VY9215VV25,Midwest Mortgage Associates Corporation,,
254900TBJSIXN1M7S968,"FJM PRIVATE MORTGAGE FUND, LLC",,
5493006HWKBRUZIDS752,"CIVIC FINANCIAL SERVICES, LLC",,
549300DW87L2IZ7ZHF47,"MLB RESIDENTIAL LENDING, LLC",,
549300JA1J2RX1MKI366,"CAROLINA ONE MORTGAGE, LLC",,
549300X23Y2CUDX6A106,"CAPITAL PARTNERS MORTGAGE, LLC",,
549300K6AZER0SHGEN26,"SUMMIT HOME MORTGAGE, LLC",,
549300TG6CSE6WLXAS31,Lending Network Associates,,
254900LTD432L5CHIZ48,Home Mortgage Alliance Corp. ,,
5493004RCIKTZ2ZKII25,"Low VA Rates, LLC",,
549300B2JJHSM77T5Y41,LIBERTY HOME MORTGAGE CORPORATION,,
5493006VAGP3GQ8FJT49,LENDINGHOME FUNDING CORPORATION,,
254900DTLHVWQ7NP7R34,"The Loan Store, Inc.",,
549300RN01LBYR8ZVX74,"HOMESIDE FINANCIAL, LLC",,
549300LBEG1CKJKP5S53,CREDIT UNION LENDING SOURCE LLC,,
5493009YXZEN8325UC34,"HOME MORTGAGE ALLIANCE, LLC",,
254900QPQ7RHWVUGYW23,"Pivotal Capital Group II, LLC",,
549300KSOOZZVXCMA627,ANGEL OAK MORTGAGE SOLUTIONS LLC,,
5493006FYXPLR221TS92,"COMPASS HOME LOANS, LLC",,
5493007SM4YPKQOQCT10,"Anglia Financial, LLC",,
549300EKFFG3BU8DNX74,NEXERA HOLDING LLC,,
549300HD3IJR9YCUG196,"Farm Credit Services of America, FLCA",,
549300AV8QD552DSI743,"NORTHMARQ CAPITAL FINANCE, L.L.C.",,
254900LW5BPW0G1LMW49,"Regent Financial Group, Inc.",,
549300SKHHL7A2K8YV94,"MERIWEST MORTGAGE COMPANY, LLC",,
549300GQDT484LGI9C04,NETWORK CAPITAL FUNDING CORPORATION,,
549300YN94MOAVYW0F52,"LOANPAL, LLC",,
5493008GYZEYGLI3NQ97,PENRITH HOME LOANS LLC,,
549300OLJQ30ZT21BC55,BANC ONE MORTGAGE CORPORATION,,
549300AQ3T62GXDU7D76,GUILD MORTGAGE COMPANY,,
549300NN0PRX3I4QGG46,"Mid-Continent Funding, Inc.",,
549300MP59Z6SRKSVR49,FIRST CHOICE MH LLC,,
549300E5EFGSFSL7WF75,"GIBRALTAR MORTGAGE SERVICES, LLC",,
254900Q716E7IUMXGB91,The Home Loan Expert LLC,,
54930008MKP7T81OVK54,FAIR WAY LENDING LLC,,
5493008B783OSGFDLN78,MIDLAND MORTGAGE CORPORATION,,
549300916KMYQ118CX89,"RESOURCE FINANCIAL SERVICES, INC.",,
549300UR5AOWTJJ7KZ64,LENDSURE MORTGAGE CORP.,,
549300FTR6GEUX8QTI81,"HOME APPROVALS DIRECT, INC.",,
549300ZWNETGFXTBBY03,"CANOPY MORTGAGE, LLC",,
54930065B0NVUO52TY13,AmRes Corporation,,
549300SRKBH68TX76851,S&S Financial,,
549300NZLFJGIDOXDW97,"NEAL COMMUNITIES FUNDING, LLC",,
5493006VCMZ998IGOO33,NATION ONE MORTGAGE CORPORATION,,
5493005WM8ZE8KHE1R85,"Allen Tate Mortgage Partners, LLC",,
549300R77W0P105C3S50,HOMEXPRESS MORTGAGE CORP.,,
5493000NYUJT9UC6G261,LEADERONE FINANCIAL CORPORATION,,
549300370QILXLFUWD20,"ZILLOW HOME LOANS, LLC",,
213800QUAI2VH5YM6310,"EMBRACE HOME LOANS, INC.",,
549300E3A68XVBMBX690,"Shamrock Home Loans, Inc.",,
549300XSSWN02I2YO728,"Homestar Mortgage, Inc.",,
549300XED7IBK9VVQH70,"PIKE CREEK MORTGAGE SERVICES, INC.",,
549300L04PDEYOR8VJ60,"GRAYSTONE FUNDING COMPANY, LLC",,
549300SVKVT1EF3U0N48,"ON Q FINANCIAL, INC.",,
549300IIYO1S63GOQ040,"PCMA, INC.",,
549300CEKZ808Q0WJL95,Rocky Mountain Mortgage Company,,
549300OO44FL6BHIUV48,1ST PREFERENCE MORTGAGE CORP.,,
549300XLGJDJLD6LNO37,"ATLANTIC FINANCIAL, INC.",,
549300LT75BG7Z054795,BAY CAPITAL MORTGAGE CORPORATION,,
549300HD6DNX0QP0Z775,"APEX HOME LOANS, INC.",,
549300BOXNV8VLRBDT24,"AMERICAN INTERNET MORTGAGE, INC.",,
549300MCIFZSDHUT8X63,"NFM, INC.",,
5493003V40VGM7YDFM54,FIRST COLONY MORTGAGE CORPORATION,,
549300IYR2K45YQJGV33,"MidAtlantic Farm Credit, ACA",,
549300FFPMB9B7FHNR61,"UNIVERSAL MORTGAGE & FINANCE, INC.",,
549300PEWJWBNEOSS013,"BAYSHORE MORTGAGE FUNDING, LLC",,
549300249G20MDIDRR27,"SOUTHWEST STAGE FUNDING, LLC",,
549300RD5IG88VPO6P22,"GUIDANCE RESIDENTIAL, LLC",,
54930057D962HC4SF615,"TAYLOR MORRISON HOME FUNDING, LLC",,
54930057OO0P1ZMTQX63,"COUNTRY CLUB MORTGAGE, INC.",,
5493002RKLPCGAVLNC16,"Farm Credit of the Virginias, ACA",,
549300DNWSJUNAWUM003,"CREDIT UNION MORTGAGE ASSOCIATION, INC.",,
549300W4BRJPRFMIIL49,"Colonial Farm Credit, ACA",,
549300RWXUAFD1WAE410,"ATLANTIC BAY MORTGAGE GROUP, L.L.C.",,
549300EM8ID8J7F8OM55,"First Heritage Mortgage, LLC",,
549300B3MY6XS81ICL78,"COLONIAL MORTGAGE COMPANY, LLC",,
213800KVD76WKI6PN868,"CAPITAL CENTER, L.L.C.",,
5493005R34FLBMCPWB41,"TIDEWATER MORTGAGE SERVICES, INC.",,
549300FOXIQQV5UZD367,"SOUTHERN TRUST MORTGAGE, LLC",,
549300XL5688T9WLKS84,"Tidewater Home Funding, LLC",,
549300RB1N775H459G78,"J.G. Wentworth Home Lending, LLC",,
549300EMNDEK4BA8WB53,EMM LOANS LLC,,
5493004KSBZEBHIMRT79,"MORTGAGE FINANCIAL GROUP, INC.",,
5493001SXWZ4OFP8Z903,"DHI MORTGAGE COMPANY, LTD.",,
5493001IWK74A5N1RE93,DRAGAS MORTGAGE COMPANY,,
549300BTTR873E71L054,Integrity Home Mortgage Corporation,,
